Genus	Species	1C (pg)
Senecio	stapeliaeformis x implexus	12.9
Narcissus	hispanicus	12.9
Tradescantia	fluminensis	12.93
Allium	caesium	12.93
Avena	nuda	12.93
Helianthus	agrestis	12.95
Bromus	intermedius	12.95
Uvularia	perfoliata	12.95
Allium	tenuissimum	12.95
Thinopyrum	intermedium	12.95
Nerine	sarniensis	12.95
Agropyron	repens	12.98
Elymus	repens	12.98
Ranunculus	macounii	13
Hosta	longipes	13
Narcissus	cyclamineus	13
Narcissus	moleroi	13.05
Amyema	linophyllum	13.08
Vicia	noeana	13.08
Hordeum	parodii	13.1
Allium	lineare	13.1
Nerine	pudica	13.1
Nerine	ridleyi	13.1
Echinodorus	macrophyllus	13.13
Echinodorus	floribundus	13.15
Callisia	guerrerensis	13.15
Narcissus	scaberulus	13.15
Allium	obliquum	13.18
Allium	leucocephalum	13.18
Allium	scabrellum	13.2
Agropyron	desertorum	13.2
Aloe	linearifolia	13.2
Narcissus	abscissus	13.2
Avena	sativa	13.23
Allium	carolinianum	13.23
Elymus	dahuricus	13.23
Calanthe	tricarinata	13.25
Sagittaria	lancifolia	13.25
Euphorbia	obesa	13.25
Hosta	rupifraga	13.25
Elymus	junceus	13.25
Narcissus	obesus	13.25
Agapanthus	sp.	13.28
Pulsatilla	grandis	13.3
Smilacina	stellata	13.3
Narcissus	rupicola	13.3
Narcissus	calcicola	13.3
Hordeum	lechleri	13.32
Amyema	seemenianum	13.33
Vicia	faba	13.33
Aloe	alooides	13.35
Allium	schoenoprasum	13.38
Nerine	laticoma	13.4
Lachnagrostis	elata	13.41
Euphorbia	nesemannii	13.43
Hordeum	brevisubulatum	13.46
Bromus	racemosus	13.48
Anemone	apennina	13.5
Elytrigia	intermedia	13.52
Anthurium	grande	13.52
Allium	akaka	13.55
Urginea	maritima	13.55
Bellevalia	tauri	13.58
Hordeum	procerum	13.59
Chortolirion	angolense	13.6
Chortolirion	tenuifolium	13.6
Oxalis	psoraleoides	13.65
Avena	sterilis	13.65
Allium	junceum	13.65
Aloe	polyphylla	13.65
Leucanthemum	pallens	13.68
Bulbine	bulbosa	13.7
Sessilistigma	radians	13.7
Avena	byzantina	13.7
Tradescantia	commelinoides	13.7
Echinodorus	paniculatus	13.7
Aloe	comptonii	13.7
Lilium	amabile	13.7
Kniphofia	uvaria	13.73
Amylotheca	dictyophleba	13.75
Allium	saxatile	13.75
Tradescantia	poelliae	13.75
Zebrina	huehueteca	13.75
Aloe	mitriformis	13.75
Nerine	duparquetiana	13.75
Amyema	friesianum	13.78
Aegilops	variabilis	13.78
Hierochloe	fusca	13.78
Elymus	falcis	13.79
Bromus	arizonicus	13.8
Lygeum	spartum	13.8
Aloe	ecklonis	13.8
Hermodactylus	tuberosus	13.8
Cyrtanthus	montanus	13.85
Elymus	sacandros	13.87
Amyema	finisterrae	13.88
Callisia	soconuscensis	13.88
Allium	delicatulum	13.9
Pinanga	subintegra	13.9
Amorphophallus	lewallei	13.9
Hierochloe	brunonis	13.91
Bromus	grossus	13.93
Bromus	secalinus	13.95
Aloe	arborescens	13.95
Senecio	sempervivus	13.95
Allium	giganteum	14
Nerine	pusilla	14
Elymus	apricus	14.1
Allium	albidum	14.13
Sagittaria	graminea	14.13
Allium	mairei	14.13
Allium	macrochaetum	14.15
Euphorbia	valida	14.15
Avena	fatua	14.15
Helleborus	vesicarius	14.15
Adonis	vernalis	14.15
Ranunculus	ficaria	14.18
Medeola	virginica	14.2
Aloe	micracantha	14.2
Nerine	undulata	14.2
Aloe	yemenica	14.23
Allium	karsianum	14.25
Allium	praescissum	14.25
Echinodorus	osiris	14.25
Allium	bucharicum	14.25
Hosta	clausa	14.25
Aloe	vanbalenii	14.25
Elymus	solandri	14.28
Adoxa	moschatellina	14.3
Euphorbia	meloformis	14.3
Aloe	suprafoliata	14.3
Moraea	atropunctata	14.35
Allium	mongolicum	14.35
Euphorbia	polygona	14.35
Hippeastrum	reticulatum	14.35
Tulipa	linifolia	14.38
Allium	chamaemoly	14.38
Aloe	speciosa	14.4
Narcissus	romieuxii	14.4
Aloe	pluridens	14.45
Aloe	cryptopoda	14.45
Anthericum	liliago	14.45
Hordeum	brachyantherum	14.45
Ficaria	verna	14.51
Bulbine	bulbosa	14.55
Allium	altaicum	14.55
Aloe	spicata	14.55
Hippeastrum	papilio	14.55
Aloe	ukambensis	14.58
Lathyrus	vestitus	14.6
Koeleria	tristis	14.62
Zebrina	colombia	14.63
Echinodorus	martii	14.65
Podophyllum	emodi	14.67
Paeonia	delavayi	14.68
Allium	hissaricum	14.7
Helleborus	niger	14.73
Cyrtanthus	elatus	14.75
Aloe	verdoorniae	14.8
Helleborus	atrorubens	14.8
Helleborus	multifidus	14.8
Bulbine	asphodeloides	14.8
Chlorophytum	hoffmannii	14.8
Helleborus	orientalis	14.85
Aloe	brevifolia	14.85
Helleborus	torquatus	14.9
Hordeum	murinum	14.93
Arisarum	simorrhinum	14.94
Helleborus	cyclophyllus	14.95
Bulbine	frutescens	14.95
Hippeastrum	parodii	14.98
Hierochloe	redolens	14.99
Orontium	aquaticum	15
Drosophyllum	lusitanicum	15
Narcissus	bujei	15
Iris	vicaria	15.03
Decaisnina	hollrungii	15.05
Amyema	strongylophyllum	15.05
Amaryllis	belladonna	15.05
Aloe	haworthioides	15.05
Anemone	blanda	15.08
Allium	angulosum	15.1
Hepatica	falconeri	15.1
Narcissus	elegans	15.1
Tulipa	montana	15.13
Loranthus	acaciae	15.15
Elymus	alatavicus	15.15
Clematis	flammula	15.15
Narcissus	tazetta	15.15
Helleborus	viridis	15.2
Aloe	ferox	15.2
Senecio	cephalophorus	15.2
Helleborus	purpurascens	15.25
Sambucus	nigra	15.25
Rudbeckia	laciniata	15.27
Lysiana	exocarpi	15.28
Cyphomandra	sibundoyensis	15.3
Aloe	scobinifolia	15.3
Maianthemum	bifolium	15.3
Chortolirion	latifolium	15.3
Allium	montibaicalense	15.33
Amyema	preissii	15.35
Helleborus	odorus	15.35
Aloe	barberae	15.35
Polygonatum	multiflorum	15.35
Aloe	petricola	15.4
Aloe	microstigma	15.4
Allium	roylei	15.43
Allium	lipskyanum	15.43
Ledebouria	petiolata	15.43
Paeonia	rockii	15.45
Habenaria	pectinata	15.48
Aegilops	triaristata	15.5
Paeonia	ruprechtiana	15.54
Allium	gunibicum	15.55
Ornithogalum	pyrenaicum	15.55
Allium	chloranthum	15.58
Allium	rotundum	15.6
Allium	neapolitanum	15.6
Aloe	dorotheae	15.6
Allium	longiradiatum	15.65
Aloe	rauhii	15.65
Aloe	albiflora	15.65
Eucomis	regia	15.65
Diplatia	grandibracteata	15.68
Aegilops	crassa	15.7
Aloe	capitata	15.7
Tradescantia	llamasi	15.73
Allium	alexeianum	15.75
Allium	margaritae	15.75
Aloe	marlothii	15.75
Zephyranthes	citrina	15.75
Moraea	calcicola	15.78
Allium	schubertii	15.78
Aloe	aff. jacksonii	15.78
Allium	hookeri	15.8
Aloe	saponaria	15.8
Clematis	forsteri	15.8
Agapanthus	africanus	15.8
Cephalanthera	rubra	15.81
Gibasis	linearis	15.83
Amorphophallus	johnsonii	15.83
Allium	barsczewskii	15.83
Gasteria	pulchra	15.85
Scilla	gorganica	15.85
Senecio	x cephalophorus	15.85
Narcissus	cuatrecasasii	15.85
Aloe	cameronii	15.88
Gasteria	decipiens	15.9
Aloe	longistyla	15.9
Paeonia	caucasica	15.91
Allium	caspium	15.95
Diplatia	furcata	16
Aloe	glauca	16
Uvularia	grandiflora	16.02
Allium	kurssanovii	16.03
Elymus	tenuis	16.05
Allium	ochroleucum	16.05
Paeonia	lutea	16.05
Aloe	aristata	16.05
Aloe	peglerae	16.05
Aloe	gariepensis	16.05
Tulipa	clusiana	16.05
Aloe	pendula	16.08
Gibasis	schiedeana	16.13
Allium	heldreichii	16.15
Iris	danfordiae	16.15
Leucanthemum	illyricum	16.15
Paeonia	mlokosewitschii	16.18
Helleborus	dumetorum	16.2
Nerine	krigei	16.2
Aegilops	recta	16.22
Allium	sativum	16.23
Vicia	unijuga	16.23
Tradescantia	rozynskii	16.25
Allium	wallichii	16.25
Aloe	bakeri	16.25
Allium	trifoliatum	16.28
Poa	litorosa	16.28
Paeonia	caucasica	16.3
Scilla	pneumonanthe	16.3
Aloe	sladeniana	16.3
Aloe	descoingsii	16.3
Eucharis	grandiflora	16.3
Bromus	macranthus	16.33
Allium	carinatum	16.33
Leucanthemum	vulgare	16.35
Agropyron	junceum	16.35
Allium	unifolium	16.35
Aloe	boiteaui	16.35
Cephalanthera	damasonium	16.4
Hordeum	leporinum	16.4
Aloe	vera	16.4
Narcissus	jonquilla	16.4
Caltha	palustris	16.5
Oxalis	dispar	16.5
Paphiopedilum	exul	16.5
Alisma	plantago-aquatica	16.55
Paeonia	tenuifolia	16.55
Aloe	bowiea	16.6
Aloe	bellatula	16.6
Aloe	variegata	16.6
Aloe	suzannae	16.65
Narcissus	cavanillesii	16.65
Aloe	dinteri	16.7
Maianthemum	dilatatum	16.7
Cephalanthera	longifolia	16.75
Paeonia	californica	16.75
Ranunculus	septentrionalis	16.75
Allium	cepa	16.75
Aloe	forbesii	16.78
Aloe	mcloughlinii	16.8
Gasteria	rawlinsonii	16.8
Campelia	standleyi	16.85
Adonis	annua	16.85
Aloe	claviflora	16.85
Narcissus	papyraceus	16.85
Allium	dictyoprasum	16.9
Aloe	humilis	16.9
Aloe	parvula	16.9
Aloe	rivierei	16.9
Sowerbaea	subtilis	16.93
Scilla	furseorum	16.95
Aloe	globuligemma	16.95
Maianthemum	racemosum	16.95
Amyema	miquelii	16.98
Convallaria	majalis	16.99
Bulbine	semibarbata	17
Aloe	amudatensis	17
Gibasis	karwinskyana	17.03
Dichorisandra	thyrsiflora	17.03
Allium	cernuum	17.1
Aloe	suffulta	17.15
Narcissus	poeticus	17.28
Hippeastrum	cybister	17.3
Neottia	nidus-avis	17.31
Triticum	aestivum	17.33
Maianthemum	canadense	17.35
Amyema	pendulum	17.38
Paeonia	hybrida	17.38
Paeonia	veitchii	17.38
Pulsatilla	vulgaris	17.4
Allium	gomphrenoides	17.43
Aloe	inermis	17.45
Elytrigia	repens	17.46
Poellnitzia	rubriflora	17.5
Macrosolen	cochinchinensis	17.53
Allium	kunthianum	17.55
Allium	pskemense	17.55
Aloe	antandroi	17.55
Arisarum	vulgare	17.55
Gasteria	ellaphieae	17.55
Allium	longicuspis	17.58
Aloe	lomatophylloides	17.6
Gasteria	nitida	17.6
Gasteria	brachyphylla	17.6
Agropyron	pungens	17.63
Clivia	miniata	17.63
Luronium	natans	17.63
Allium	altyncolicum	17.63
Ornithogalum	sigmoideum	17.65
Nerine	bowdenii	17.65
Aloe	elegans	17.7
Aloe	krapohliana	17.7
Gasteria	polita	17.7
Gasteria	vlokii	17.7
Triticum	zhukovskyi	17.74
Paeonia	mascula	17.75
Gasteria	glauca	17.75
Gasteria	glomerata	17.75
Gibasis	matudae	17.78
Aloe	prinslooi	17.8
Paphiopedilum	godefroye	17.83
Homeria	flaccida	17.85
Allium	subhirsutum	17.85
Helleborus	thibetanus	17.85
Gasteria	disticha	17.85
Allium	iliense	17.88
Aspidistra	elatior	17.9
Aloe	sinkatana	17.9
Avenula	pratensis	17.95
Allium	hirsutum	17.95
Chrysanthemum	multicolor	17.95
Aloe	jucunda	17.95
Aloe	secundiflora	17.95
Ornithogalum	apertum	18
Gasteria	bicolor	18
Narcissus	longispathus	18
Scilla	peruviana	18.05
Bulbine	hookeri	18.05
Tradescantia	zebrina	18.05
Gasteria	baylissiana	18.05
Allium	cirrhosum	18.09
Tradescantia	sillamontana	18.15
Allium	triquetrum	18.15
Pancratium	illyricum	18.15
Dichelostemma	ida-maia	18.15
Tulipa	lemmersii	18.2
Allium	oschaninii	18.23
Alstroemeria	magnifica	18.25
Alisma	lanceolatum	18.3
Aloe	chabaudii	18.3
Aloe	macrosiphon	18.3
Gasteria	pillansii	18.3
Agapanthus	inapertus	18.31
Aegilops	vavilovii	18.35
Ornithogalum	arabicum	18.35
Aloe	hereroensis	18.5
Allium	orientale	18.55
Aloe	trichosantha	18.55
Aloe	fleurentiniorum	18.55
Disporum	sessile	18.6
Ranunculus	geoides	18.6
Iris	zenaidae	18.63
Allium	seravshanicum	18.7
Gasteria	excelsa	18.7
Narcissus	broussonetii	18.7
Tulipa	heterophylla	18.75
Aegilops	juvenalis	18.8
Iris	albomarginata	18.83
Clintonia	borealis	18.85
Allium	pendulinum	18.87
Allium	rupestre	18.9
Aloe	maculata	19
Zephyranthes	candida	19
Allium	victorialis	19.05
Allium	aroides	19.05
Paeonia	anomala	19.05
Gibasis	rhodantha	19.08
Allium	verticillatum	19.1
Ranunculus	ficaria	19.1
Gasteria	carinata	19.1
Narcissus	nevadensis	19.1
Hepatica	nobilis	19.15
Tulipa	uniflora	19.15
Allium	scorzonerifolium	19.23
Aloe	striata	19.3
Senecio	nyikensis	19.3
Gasteria	pendulifolia	19.3
Tulipa	nitida	19.3
Allium	altissimum	19.33
Gasteria	croucheri	19.35
Gasteria	acinacifolia	19.35
Allium	oreophilum	19.4
Limodorum	abortivum	19.44
Paphiopedilum	concolor	19.48
Anemone	nemorosa	19.48
Allium	vineale	19.53
Tulipa	heteropetala	19.55
Hosta	ventricosa	19.6
Narcissus	hispanicus	19.65
Bouteloua	gracilis	19.7
Senecio	mweroensis	19.7
Gagea	lutea	19.75
Nerine	ridleyi	19.75
Allium	paczoskianum	19.78
Tulbaghia	violacea	19.83
Nerine	sarniensis	19.85
Bulbine	semibarbata	19.9
Aloe	ammophila	19.9
Tulipa	zenaidae	19.9
Sternbergia	colchiciflora	19.91
Anemone	ranunculoides	19.95
Allium	auctum	20.03
Alstroemeria	pulchra	20.05
Tulipa	tetraphylla	20.05
Allium	sphaerocephalon	20.06
Crinum	bulbispermum	20.1
Hepatica	americana	20.1
Alopecurus	magellanicus	20.13
Hepatica	acutiloba	20.15
Allium	parciflorum	20.18
Leucanthemella	linearis	20.2
Allium	tulipaefolium	20.23
Elytrigia	intermedia	20.28
Gibasis	consobrina	20.33
Allium	backhousianum	20.33
Tradescantia	ernestiana	20.35
Allium	flavum	20.38
Tulipa	korolkowii	20.4
Gibasis	speciosa	20.48
Anemone	trifolia	20.5
Tulipa	iliensis	20.5
Tulipa	brachystemon	20.5
Aloe	prostrata	20.55
Maianthemum	japonicum	20.55
Allium	angulosum	20.6
Tradescantia	paludosa	20.63
Allium	fuscoviolaceum	20.63
Aloe	occidentalis	20.7
Alstroemeria	philippii	20.75
Crinum	moorei	20.75
Tulipa	borszczowii	20.8
Hepatica	maxima	20.85
Hepatica	insularis	20.85
Tradescantia	brevifolia	20.9
Tulipa	kolpakowskiana	20.9
Scilla	persica	20.93
Paphiopedilum	primulinum	20.93
Cuscuta	exaltata	20.93
Crinum	natans	20.95
Paeonia	broteroi	21
Gibasis	pulchella	21.05
Allium	insubricum	21.08
Paphiopedilum	armeniacum	21.1
Hepatica	asiatica	21.1
Anemone	fasciculata	21.18
Endymion	non-scriptus	21.2
Tulipa	lehmanniana	21.2
Leucanthemum	heterophyllum	21.23
Elymus	arenarius	21.25
Sagittaria	sagittifolia	21.25
Hyacinthus	orientalis	21.33
Paphiopedilum	victoria-mariae	21.4
Tulipa	hissarica	21.4
Allium	hirtifolium	21.47
Amana	edulis	21.48
Tulipa	biflora	21.5
Cypripedium	californicum	21.55
Gasteria	batesiana	21.55
Scilla	mischtschenkoana	21.6
Tradescantia	hirsuticaulis	21.6
Allium	senescens	21.6
Allium	narcissiflorum	21.6
Allium	macrostemon	21.63
Aegilops	triaristata	21.63
Tulipa	aitchisonii	21.65
Tulipa	anisophylla	21.7
Paphiopedilum	delenatii	21.83
Allium	margaritaceum	21.9
Narcissus	serotinus	21.93
Ornithogalum	nutans	21.95
Tulipa	korshinskyi	22
Alstroemeria	pelegrina	22.1
Tulipa	aucheriana	22.1
Allium	neriniflorum	22.15
Tulipa	primulina	22.15
Aloe	richardsiae	22.2
Allium	christophii	22.25
Allium	kunthii	22.38
Tulipa	ferganica	22.4
Bulbine	caulescens	22.43
Leucanthemum	pachyphyllum	22.43
Tulipa	praestans	22.45
Tulipa	altaica	22.45
Cuscuta	lupuliformis	22.47
Paphiopedilum	villosum	22.48
Tulipa	cretica	22.5
Tulipa	kaufmanniana	22.58
Paphiopedilum	rothschildianum	22.6
Allium	nutans	22.63
Thinopyrum	ponticum	22.63
Allium	lineare	22.65
Allium	drummondii	22.65
Tradescantia	tepoxtlana	22.7
Allium	karataviense	22.7
Scilla	bisotunensis	22.7
Anemone	tetrasepala	22.7
Paphiopedilum	micranthum	22.78
Gethyllis	villosa	22.83
Paphiopedilum	haynaldianum	22.85
Tulipa	subpraestans	22.85
Scilla	bithynica	22.9
Allium	angustitepalum	23.03
Paphiopedilum	insigne	23.05
Eucomis	pallidiflora	23.2
Paphiopedilum	philippinense	23.25
Smilacina	racemosa	23.3
Tradescantia	buckleyi	23.43
Gethyllis	britteniana	23.43
Eucomis	autumnalis	23.45
Eucomis	autumnalis	23.45
Nothoscordum	nudicaule	23.48
Allium	rosenbachianum	23.6
Damasonium	alisma	23.62
Allium	scorodoprasum	23.63
Scilla	amoena	23.73
Paphiopedilum	glanduliferum	23.75
Tulipa	tarda	23.75
Allium	melanantherum	23.78
Agapanthus	africanus	23.78
Scilla	rosenii	23.8
Allium	geyeri	23.83
Scilla	ingridae	23.85
Reineckea	carnea	23.85
Tulipa	heweri	23.85
Eucomis	pallidiflora	23.85
Tradescantia	hirta	23.88
Aloe	peckii	23.88
Allium	cupanii	23.9
Tulipa	violacea	23.9
Eucomis	humilis	23.9
Sternbergia	lutea	23.96
Tulipa	micheliana	24
Zamioculcas	zamiifolia	24.05
Paphiopedilum	callosum	24.08
Tulipa	urumiensis	24.18
Tulipa	polychroma	24.25
Galanthus	rizehensis	24.25
Allium	materculae	24.3
Allium	splendens	24.3
Eucomis	comosa	24.3
Eucomis	montana	24.35
Tulipa	hoogiana	24.4
Allium	hollandicum	24.43
Lycoris	aurea	24.45
Bellevalia	desertorum	24.49
Sowerbaea	juncea	24.5
Paphiopedilum	lowii	24.53
Tulipa	hageri	24.63
Allium	filidens	24.73
Tradescantia	cirrifera	24.75
Cyphomandra	hartwegii	24.8
Leucanthemum	subglaucum	24.83
Ornithogalum	umbellatum	24.85
Paeonia	bakeri	24.88
Tradescantia	crassifolia	24.9
Allium	aflatunense	24.93
Alstroemeria	psittacina	24.95
Allium	moly	24.98
Erythronium	dens-canis	24.99
Alstroemeria	brasiliensis	25
Allium	splendens	25
Allium	tuvinicum	25
Paphiopedilum	gratrixianum	25
Disporum	uniflorum	25.02
Allium	atropurpureum	25.05
Ranunculus	lingua	25.1
Alstroemeria	inodora	25.25
Allium	nigrum	25.25
Crinum	asiaticum	25.25
Sowerbaea	alliacea	25.3
Paphiopedilum	javanicum	25.3
Amana	erythronioides?	25.35
Tulipa	berkariensis	25.4
Allium	stipitatum	25.5
Tulipa	pulchella	25.5
Tulipa	orphanidea	25.5
Allium	grande	25.58
Narcissus	blanchardii	25.6
Tulipa	undulatifolia	25.6
Narcissus	miniatus	25.65
Tulipa	australis	25.68
Tulipa	vvedenskyi	25.7
Phyodina	navicularis	25.73
Tulipa	dasystemon	25.75
Paeonia	tomentosa	25.78
Tulipa	mogoltavica	25.8
Paphiopedilum	bullenianum	25.85
Allium	macleanii	25.88
Tulipa	armena	25.9
Alstroemeria	hookeri	26
Alstroemeria	angustifolia	26
Tradescantia	potosina	26.1
Paphiopedilum	lawrenceanum	26.13
Tulipa	persica	26.15
Senecio	pendulus	26.15
Tulipa	alberti	26.2
Tulipa	regelii	26.2
Tradescantia	pallida	26.25
Tulipa	lanata	26.25
Tulipa	affinis	26.25
Tulipa	stapfii	26.35
Paeonia	peregrina	26.48
Allium	thunbergii	26.5
Tulipa	gesneriana	26.63
Aloe	ciliaris	26.65
Tulipa	kuschkensis	26.65
Tulipa	greigii	26.7
Alstroemeria	aurea	26.75
Allium	paradoxum	26.75
Paphiopedilum	druryi	26.75
Tulipa	fosteriana	26.75
Tulipa	tubergeniana	26.75
Tulipa	tschimganica	26.85
Paeonia	officinalis	26.9
Tulipa	butkovii	26.95
Tradescantia	burchii	26.98
Paphiopedilum	adductum	27.03
Tulipa	carinata	27.1
Paphiopedilum	purpuratum	27.13
Tulipa	bakeri	27.25
Scilla	peruviana	27.25
Galanthus	gracilis	27.35
Tulipa	dubia	27.35
Gibasis	aff. rhodantha	27.38
Vicia	faba	27.4
Tulipa	neustruevae	27.4
Galanthus	fosteri	27.5
Tulipa	patens	27.5
Galanthus	elwesii	27.65
Galanthus	plicatus	27.7
Tulipa	systola	28.05
Tradescantia	andrieuxii	28.08
Paeonia	wittmanniana	28.08
Galanthus	woronowii	28.15
Iris	histrio	28.2
Galanthus	peshmenii	28.2
Alstroemeria	caryophyllacea	28.25
Allium	farreri	28.25
Allium	atropurpureum	28.25
Paphiopedilum	tonsum	28.25
Tulipa	biebersteiniana	28.35
Galanthus	trojanus	28.45
Cypripedium	formosanum	28.5
Paeonia	steveniana	28.53
Scilla	cilicica	28.55
Galanthus	koenenianus	28.6
Anemone	flaccida	28.65
Tulipa	sogdiana	28.7
Tulipa	dasystemoniodes	28.85
Paeonia	clusii	28.95
Tulipa	praecox	28.95
Tulipa	schmidtii	28.95
Aloe	ngobitensis	29
Tulipa	orithyioides	29.15
Scilla	morrisii	29.25
Allium	porrum	29.25
Tradescantia	navicularis	29.45
Tulipa	orthopoda	29.65
Tulipa	binutans	29.7
Paphiopedilum	sukhakulii	29.75
Paphiopedilum	mastersianum	29.75
Voanioala	gerardii	30
Allium	ampeloprasum	30
Allium	pyrenaicum	30
Tradescantia	gigantea	30.03
Paeonia	macrophylla	30.05
Pancratium	maritimum	30.05
Allium	ursinum	30.17
Allium	oleraceum	30.19
Tradescantia	potosina	30.33
Allium	wallichii	30.5
Paphiopedilum	ciliolare	30.5
Ornithogalum	exscapum	30.65
Tradescantia	crassifolia	30.7
Fritillaria	maximowiczii	30.75
Tulipa	schrenkii	30.75
Allium	zebdanense	30.8
Alstroemeria	magnifica	30.8
Tulipa	julia	30.8
Tulipa	suaveolens	30.85
Tulipa	sylvestris	31
Tradescantia	ambigua	31.03
Tulipa	iliensis	31.05
Polygonatum	franchetii	31.08
Ornithogalum	montanum	31.1
Galanthus	alpinus	31.1
Fritillaria	davidii	31.13
Aloe	juvenna	31.25
Aloe	ciliaris	31.35
Tulipa	eichleri	31.35
Moraea	villosa	31.38
Moraea	tulbhagensis	31.38
Allium	ramosum	31.5
Scilla	siberica	31.65
Tulipa	sosnovskyi	31.7
Erythronium	japonicum	31.75
Narcissus	viridiflorus	31.75
Leucojum	aestivum	31.98
Cypripedium	japonicum	32.03
Allium	tuberosum	32.09
Tulipa	florenskyi	32.1
Hymenocallis	festalis	32.19
Tulipa	sprengeri	32.3
Cypripedium	calceolus	32.35
Hyacinthus	orientalis	32.38
Cypripedium	pubescens	32.5
Paphiopedilum	appletonianum	32.5
Tulipa	humilis	32.5
Bellevalia	longistyla	32.73
Allium	chinense	32.75
Cuscuta	indecora	32.77
Tulipa	hungarica	32.8
Tulipa	karabachensis	32.8
Galanthus	cilicicus	32.85
Hepatica	henryi	32.9
Tulipa	clusiana	32.9
Allium	splendens	33
Tulipa	celsiana	33
Gasteria	brachyphylla	33.1
Aloe	jacksonii	33.15
Narcissus	dubius	33.15
Hepatica	transsilvanica	33.25
Lilium	jankae	33.45
Ornithogalum	narbonensis	33.45
Erythronium	californicum	33.65
Lilium	carniolicum	33.69
Lilium	albanicum	33.74
Paphiopedilum	barbatum	33.75
Scilla	koenigii	33.8
Tulipa	lehmanniana	33.8
Narcissus	pseudonarcissus	33.85
Lilium	pyrenaicum	33.87
Lilium	bosniacum	33.92
Bulbine	bulbosa	34.15
Tulipa	rhodopaea	34.3
Galanthus	ikariae	34.35
Tulipa	saxatilis	34.38
Paphiopedilum	wardii	34.5
Galanthus	reginae-olgae	35.05
Leucojum	vernum	35.06
Lilium	pomponium	35.13
Lilium	longiflorum	35.2
Notholirion	thomsonianum	35.28
Allium	siculum	35.43
Hepatica	yamatutai	35.5
Erythronium	hybrid	35.7
Paphiopedilum	dianthum	35.9
Aloe	dawei	35.95
Gasteria	excelsa	36
Galanthus	nivalis	36.1
Lilium	ciliatum	36.28
Cypripedium	flavum	36.41
Galanthus	rizehensis	36.45
Lilium	formosanum	36.58
Fritillaria	verticillata	36.63
Erythronium	hybrid	36.75
Tulipa	hoogiana	36.8
Lilium	martagon	37.19
Cypripedium	macranthos	37.4
Tulipa	armena	37.75
Allium	globosum	37.9
Tulipa	berkariensis	37.95
Lilium	candidum	37.98
Haemanthus	albiflos	38
Tulipa	turcomanica	38.15
Gasteria	acinacifolia	38.3
Tulipa	undulatifolia	38.4
Cardiocrinum	giganteum	38.63
Phyodina	rosea	38.65
Lilium	euxanthum	38.65
Allium	cyrilli	38.75
Cypripedium	henryi	38.83
Nectaroscordum	siculum	38.85
Tulipa	ostrowskiana	38.85
Fritillaria	thunbergii	38.88
Lilium	chalcedonicum	38.95
Tradescantia	ohioensis	39
Tradescantia	canaliculata	39.08
Tradescantia	tharpii	39.08
Tulipa	cypria	39.4
Tulipa	lanata	39.45
Alstroemeria	ligtu	39.5
Fritillaria	persica	39.88
Tradescantia	subaspera	39.93
Tulipa	tetraphylla	39.95
Fritillaria	pyrenaica	40.15
Alstroemeria	aurea	40.45
Tulipa	gesneriana	40.5
Galanthus	transcaucasicus	40.95
Fritillaria	pluriflora	41.53
Allium	victorialis	41.75
Tradescantia	longipes	41.78
Lilium	cattaniae	41.83
Tulipa	polychroma	42.2
Trillium	erectum	42.25
Fritillaria	tubiformis	42.25
Fritillaria	sewerzowii	42.33
Fritillaria	gibbosa	42.45
Tulbaghia	violacea	42.5
Fritillaria	imperialis	42.95
Lilium	davidii	43.2
Allium	subvillosum	43.25
Tradescantia	virginiana	43.35
Tulipa	turkestanica	43.5
Tulipa	orithyioides	43.55
Fritillaria	pallidiflora	43.7
Tulipa	praecox	44.15
Scadoxus	multiflorus	44.2
Allium	canadense	44.25
Tulipa	orphanidea	44.35
Trillium	camchatcense	44.5
Hepatica	nobilis	44.6
Fritillaria	liliacea	44.8
Trillium	rivale	44.85
Galanthus	krasnovii	45.15
Galanthus	platyphyllus	45.2
Tulipa	sylvestris	45.2
Tulipa	whittallii	45.28
Fritillaria	raddeana	45.55
Fritillaria	affinis	45.63
Trillium	grandiflorum	46
Galanthus	alpinus	46.3
Tulipa	saxatilis	46.55
Hyacinthus	orientalis	46.6
Scilla	talosii	46.78
Trillium	albidum	47.18
Fritillaria	meleagris	47.3
Allium	nutans	47.48
Tulipa	aleppensis	47.65
Lilium	canadense	47.9
Fritillaria	gracilis	48
Fritillaria	eastwoodiae	48.63
Fritillaria	glauca	48.88
Fritillaria	gussichae	49.45
Tulipa	dasystemon	49.8
Fritillaria	ruthenica	51.1
Fritillaria	tuntasia	52.48
Galanthus	nivalis	52.65
Galanthus	elwesii	53.3
Fritillaria	assyriaca	53.4
Rohdea	japonica	53.5
Tulipa	biflora	55
Fritillaria	camschatcensis	56.13
Tulipa	turkestanica	56.7
Trillium	cernuum	56.75
Fritillaria	alfredae	57.1
Trillium	luteum	57.15
Trillium	underwoodii	57.3
Amana	edulis	57.35
Trillium	recurvatum	57.4
Trillium	cuneatum	57.85
Tulipa	orphanidea	57.95
Trillium	reliquum	58.15
Fritillaria	olivieri	58.55
Trillium	decipiens	58.75
Haemanthus	katherinae	58.85
Trillium	chloropetalum	58.9
Paris	quadrifolia	60.1
Tulipa	sylvestris	60.45
Paris	polyphylla	61.7
Viscum	minimum	62.3
Sprekelia	formosissima	65.45
Fritillaria	pinardii	65.55
Fritillaria	graeca	66.13
